"привилегированный";"privilegiert |
haben privilegiert
privilegierte"
"производить";"produzieren | ( Akkusativ)
haben produziert
produzierte"
"перевязывать";"querbinden | ( Akkusativ)
haben quergebunden
band quer"
"пересекать";"queren | ( Akkusativ)
haben gequert
querte"
"курить";"rauchen | ( Akkusativ)
haben geraucht
rauchte"
"оправдывать";"rechtfertigen | ( Akkusativ)
haben gerechtfertigt
rechtfertigte"
"уменьшать";"reduzieren | ( Akkusativ)
haben reduziert
reduzierte"
"регулировать";"regeln | ( Akkusativ)
haben geregelt
regelte"
"идти дождь";"regnen |
hat geregnet
regnete"
"регулировать";"regulieren | ( Akkusativ)
haben reguliert
regulierte"
"достигать";"reichen | ( Akkusativ)
haben gereicht
reichte"
"обогащать";"reichern | ( Akkusativ)
haben gereichert
reicherte"
"очищать";"reinigen | ( Akkusativ)
haben gereinigt
reinigte"
"рвать";"reißen | ( Akkusativ)
haben gerissen
riss"
"направлять";"richten | ( Akkusativ)
haben gerichtet
richtete"
"красный";"rot |
haben gerötet
rötete"
"вращаться";"rotieren | ( Akkusativ)
haben rotiert
rotierte"
"правильный";"sachgerecht |
haben gerichtet
richtete"
"вместе";"samt | ( Akkusativ)
haben samt
samte"
"сосать";"saugen | ( Akkusativ)
haben gesaugt
saugte"
"поврежденный";"schadhaft |
haben geschadet
schadete"
"повреждать";"schädigen | ( Akkusativ)
haben beschädigt
schädigte"
"создавать";"schaffen | ( Akkusativ)
haben geschaffen
schuf"
"мерцать";"schimmern |
hat geschimmert
schimmerte"
"забивать";"schlachten | ( Akkusativ)
haben geschlachtet
schlachtete"
"бить";"schlagen | ( Akkusativ)
haben geschlagen
schlug"
"плохой";"schlecht |
haben geschlechtert
schlechterte"
"закрывать";"schließen | ( Akkusativ)
haben geschlossen
schloss"
"паразитировать";"schmarotzen | ( Akkusativ)
haben geschmarotzt
schmarotzte"
"пробовать на вкус";"schmecken | ( Akkusativ)
haben geschmeckt
schmeckte"
"хватать";"schnappen | ( Akkusativ)
haben geschnappt
schnappte"
"щадить";"schonen | ( Akkusativ)
haben geschont
schonte"
"черпать";"schöpfen | ( Akkusativ)
haben geschöpft
schöpfte"
"постепенно";"schrittweise |
haben geschritten
schritt"
"защищать";"schützen | ( Akkusativ)
haben geschützt
schützte"
"парить";"schweben |
haben geschwebt
schwebte"
"мутный";"schwebstoffhaltige |
haben gehalten
hielt"
"невесомый";"schwerelose |
haben gelöst
löste"
"вертикальный";"senkrecht |
haben gerichtet
richtete"
"чувствительный";"sensiblen |
haben gesinnt
sann"
"сажать";"setzen | ( Akkusativ)
haben gesetzt
setzte"
"соответствующий безопасности";"sicherheitsrelevante |
haben relevt
relevte"
"обеспечивать";"sicherstellen | ( Akkusativ)
haben sichergestellt
stellte sicher"
"видимый";"sichtbare |
haben gesichtet
sichtete"
"просеивать";"sieben | ( Akkusativ)
haben gesiebt
siebte"
"селиться";"siedeln | ( Akkusativ)
haben gesiedelt
siedelte"
"серебристый";"silbrige |
haben versilbert
versilberte"
"тонущий";"sinkende |
haben gesunken
sank"
"холодный летом";"sommerkalten |
haben erkältet
erkältete"
"прочие";"sonstige |
haben gesorgt
sorgte"
"играть";"spielen | ( Akkusativ)
haben gespielt
spielte"
"заострять";"spitzen | ( Akkusativ)
haben gespitzt
spitzte"
"прыгать";"springen |
haben gesprungen
sprang"
"стабильный";"stabile |
haben stabilisiert
stabilisierte"
"стабилизировать";"stabilisieren | ( Akkusativ)
haben stabilisiert
stabilisierte"
"колючеперый";"stachelstrahlige |
haben bestrahlt
bestrahlte"
"происходящий";"stammenden |
haben gestammt
stammte"
"жесткий";"starre |
haben gestarrt
starrte"
"происходить";"stattfinden |
haben stattgefunden
fand statt"
"плотинно-регулируемый";"staugeregelten |
haben geregelt
regelte"
"стоять";"stehen |
haben gestanden
stand"
"жесткий";"steife |
haben versteift
versteifte"
"увеличивать";"steigern | ( Akkusativ)
haben gesteigert
steigerte"
"ставить";"stellen | ( Akkusativ)
haben gestellt
stellte"
"умирать";"sterben |
ist gestorben
starb"
"похожий на помехи";"störartigen |
haben gestört
störte"
"мешать";"stören | ( Akkusativ)
haben gestört
störte"
"мешающий";"störenden |
haben gestört
störte"
"реофильный";"strömungsliebenden |
haben geliebt
liebte"
"бедный структурами";"strukturarme |
haben strukturiert
strukturierte"
"богатый структурами";"struktureiche |
haben strukturiert
strukturierte"
"бурный";"stürmische |
haben gestürmt
stürmte"
"искать";"suchen | ( Akkusativ)
haben gesucht
suchte"
"кувыркающийся";"taumelnde |
haben getaumelt
taumelte"
"технический";"technischen |
haben techniziert
technizierte"
"делить";"teilen | ( Akkusativ)
haben geteilt
teilte"
"частично";"teilweise |
haben geteilt
teilte"
"тестировать";"testen | ( Akkusativ)
haben getestet
testete"
"замороженный";"tiefgefroren |
haben gefroren
fror"
"животный";"tierische |
haben geziert
zierte"
"соответствующий защите животных";"tierschutzgerecht |
haben gerichtet
richtete"
"мертвый";"tot |
haben getötet
tötet"
"убивать";"töten | ( Akkusativ)
haben getötet
tötete"
"носить";"tragen | ( Akkusativ)
haben getragen
trug"
"прозрачный";"transparent |
haben transportiert
transportierte"
"встречаться";"treffen | ( Akkusativ)
haben getroffen
traf"
"дрейфует";"treibt |
haben getrieben
trieb"
"наступать";"treten | ( Akkusativ)
haben getreten
trat"
"сухой";"trocken |
haben getrocknet
trocknete"
"доставленный";"überbracht | ( Akkusativ)
haben gebracht
brachte"
"затопленный";"überfluteten |
haben geflutet
flutete"
"вообще";"überhaupt |
haben gehauptet
hauptete"
"перекрытый";"überlagert | ( Akkusativ)
haben überlagert
überlagerte"
"выживший";"überlebende |
haben überlebt
überlebte"
"чрезмерный";"übermäßige | ( Akkusativ)
haben gemessen
maß"
"принимать";"übernehmen | ( Akkusativ)
haben übernommen
übernahm"
"превышает";"überschreitet | ( Akkusativ)
haben überschritten
überschritt"
"контролировать";"überwachen | ( Akkusativ)
haben überwacht
überwachte"
"преодолевать";"überwinden | ( Akkusativ)
haben überwunden
überwand"
"зимовать";"überwintern |
haben überwintert
überwinterte"
"комплексный";"umfassenden |
haben umfasst
umfasste"
"окаймленный";"umrandet | ( Akkusativ)
haben umrandet
umrandete"
"окаймленный";"umsäumt | ( Akkusativ)
haben umsäumt
umsäumte"
"экологически чистый";"umweltfreundlichen |
haben umweltfreundlich
umweltfreundlichte"
"непреднамеренный";"unbeabsichtigt |
haben beabsichtigt
beabsichtigte"
"без шипов";"unbedornt |
haben bedacht
bedachte"
"несанкционированный";"unbefugt |
haben befugt
befugte"
"незагрязненный";"unbelastete |
haben belastet
belastete"
"неограниченный";"unbeschränkt |
haben beschränkt
beschränkte"
"нежелательный";"unerwünschte |
haben gewünscht
wünschte"
"неподходящий";"ungeeignet |
haben geeignet
eignete"
"спокойный";"ungestörte |
haben gestört
störte"
"ненужный";"unnötigen |
haben genötigt
nötigte"
"нечетный";"unpaare |
haben gepaart
paarte"
"нерегулярный";"unregelmäßige | ( Akkusativ)
haben gemessen
maß"
"предотвращать";"unterbinden | ( Akkusativ)
haben unterbunden
unterband"
"прерывать";"unterbrechen | (akk)
haben unterbrochen
unterbrach"
"подлежать";"unterliegen | (Dat)
haben unterlegen
unterlag"
"предпринимать";"unternehmen | (akk)
haben unternommen
unternahm"
"запрещать";"untersagen | (Dat)
haben untersagt
untersagte"
"различать";"unterscheiden | (akk)
haben unterschieden
unterschied"
"поддерживать";"unterstützen | (akk)
haben unterstützt
unterstützte"
"исследовать";"untersuchen | (akk)
haben untersucht
untersuchte"
"незастроенный";"unverbauten |
haben unverbauten
unverbauten"
"непереваренный";"unverdaut |
haben unverdaut
unverdauten"
"невредимый";"unverletzt |
haben unverletzt
unverletzt"
"неполный";"unvollständige |
haben unvollständige
unvollständige"
"вакуумный";"vakuumverpackt |
haben vakuumverpackt
vakuumverpackt"
"изменённый";"veränderte |
haben veränderte
veränderte"
"устраивать";"veranstalten | (akk)
haben veranstaltet
veranstaltete"
"закреплять";"verankern | (akk)
haben verankert
verankerte"
"застраивать";"verbauen | (akk)
haben verbaut
verbaute"
"улучшать";"verbessern | (akk)
haben verbessert
verbesserte"
"запрещать";"verbieten | (Dat)
haben verboten
verbot"
"соединять";"verbinden | (akk)
haben verbunden
verband"
"блеклый";"verblasst |
haben verblasst
verblasst"
"оставшийся";"verbleibende |
haben verbleibende
verbleibende"
"увядший";"verblühte |
haben verblühte
verblühte"
"скрытый";"verborgen |
haben verborgen
verbarg"
"запрещённый";"verboten |
haben verboten
verboten"
"распространённый";"verbreitet |
haben verbreitet
verbreitet"
"проводить";"verbringen | (akk)
haben verbracht
verbrachte"
"связанный";"verbunden |
haben verbunden
verbunden"
"портиться";"verderben | (akk)
haben verdorben
verdarb"
"утолщённый";"verdickt |
haben verdickt
verdickte"
"вытеснять";"verdrängen | (akk)
haben verdrängt
verdrängte"
"единичный";"vereinzelt |
haben vereinzelt
vereinzelte"
"погибать";"verenden |
sein verendet
verendete"
"обесцвеченный";"verfärbte |
haben verfärbte
verfärbte"
"доступный";"verfügbaren |
haben verfügbaren
verfügbaren"
"располагать";"verfügen | (über akk)
haben verfügt
verfügte"
"скармливать";"verfüttern | (akk)
haben verfüttert
verfütterte"
"сравнимый";"vergleichbaren |
haben vergleichbaren
vergleichbaren"
"сравнительно";"vergleichsweise |
haben vergleichsweise
vergleichsweise"
"закапывать";"vergraben | (akk)
haben vergraben
vergrub"
"увеличивать";"vergrößern | (akk)
haben vergrößert
vergrößerte"
"вести себя";"verhalten | (sich)
haben verhalten
verhielt"
"заживать";"verheilen |
sein verheilt
verheilte"
"предотвращать";"verhindern | (akk)
haben verhindert
verhinderte"
"суженный";"verjüngt |
haben verjüngt
verjüngte"
"склеенный";"verklebte |
haben verklebte
verklebte"
"укороченный";"verkürzte |
haben verkürzte
verkürzte"
"требовать";"verlangen | (akk)
haben verlangt
verlangte"
"удлинённый";"verlängerte |
haben verlängerte
verlängerte"
"замедлять";"verlangsamen | (akk)
haben verlangsamt
verlangsamte"
"покидать";"verlassen | (akk)
haben verlassen
verließ"
"ранить";"verletzen | (akk)
haben verletzt
verletzte"
"терять";"verlieren | (akk)
haben verloren
verlor"
"увеличивать";"vermehren | (akk)
haben vermehrt
vermehrte"
"увеличенный";"vermehrte |
haben vermehrte
vermehrte"
"избегать";"vermeiden | (akk)
haben vermieden
vermied"
"уменьшать";"vermindern | (akk)
haben vermindert
verminderte"
"смешивать";"vermischen | (akk)
haben vermischt
vermischte"
"предполагать";"vermuten | (akk)
haben vermutet
vermutete"
"разумный";"vernünftigen |
haben vernünftigen
vernünftigen"
"обязывать";"verpflichten | (akk)
haben verpflichtet
verpflichtete"
"предавать";"verraten | (akk)
haben verraten
verriet"
"уменьшать";"verringern | (akk)
haben verringert
verringerte"
"трубчатый";"verrohrt |
haben verrohrt
verrohrte"
"гнить";"verrotten |
sein verrottet
verrottete"
"отказывать";"versagen |
haben versagt
versagte"
"закисший";"versauerten |
haben versauerten
versauerten"
"спугнутый";"verscheucht |
haben verscheucht
verscheuchte"
"самый разнообразный";"verschiedensten |
haben verschiedensten
verschiedensten"
"заиленный";"verschlammt |
haben verschlammt
verschlammte"
"ухудшать";"verschlechtern | (akk)
haben verschlechtert
verschlechterte"
"проглоченный";"verschluckt |
haben verschluckt
verschluckte"
"загрязнённый";"verschmutzten |
haben verschmutzten
verschmutzten"
"снабжать";"versehen | (akk)
haben versehen
vergesehen"
"снабжать";"versorgen | (akk)
haben versorgt
versorgte"
"обещать";"versprechen | (akk)
haben versprochen
versprach"
"уведомлять";"verständigen | (akk)
haben verständigt
verständigte"
"усиленный";"verstärkt |
haben verstärkt
verstärkte"
"понимать";"verstehen | (akk)
haben verstanden
verstand"
"регулируемый";"verstellbare |
haben verstellbare
verstellbare"
"нарушать";"verstoßen | (gegen akk)
haben verstoßen
verstieß"
"защищённый";"verteidigt |
haben verteidigt
verteidigte"
"распределять";"verteilen | (akk)
haben verteilt
verteilte"
"прогонять";"vertreiben | (akk)
haben vertrieben
vertrieb"
"представлять";"vertreten | (akk)
haben vertreten
vertrat"
"причинять";"verursachen | (akk)
haben verursacht
verursachte"
"заросший";"verwachsen |
sein verwachsen
verwachsen"
"развеянный";"verwehten |
haben verwehten
verwehten"
"использовать";"verwenden | (akk)
haben verwendet
verwendete"
"утилизировать";"verwerten | (akk)
haben verwertet
verwertete"
"запутанный";"verwickelte |
haben verwickelte
verwickelte"
"ссылаться";"verweisen | (auf akk)
haben verwiesen
verwies"
"потреблять";"verzehren | (akk)
haben verzehrt
verzehrte"
"отказываться";"verzichten | (auf akk)
haben verzichtet
verzichtete"
"многообразный";"vielfältigen |
haben vielfältigen
vielfältigen"
"завершённый";"vollendet |
haben vollendet
vollendete"
"действительный";"vollgültigen |
haben vollgültigen
vollgültigen"
"совершеннолетний";"volljährige |
haben volljährige
volljährige"
"совершенный";"vollkommen |
haben vollkommen
vollkommen"
"передний";"vordere |
haben vordere
vordere"
"предписанный";"vorgeschriebene |
haben vorgeschriebene
vorgeschriebene"
"предпочтительный";"vorgezogen |
haben vorgezogen
vorzog"
"имеющийся в наличии";"vorhanden |
haben vorhanden
vorhanden"
"происходить";"vorkommen |
sein vorgekommen
vorkam"
"иметься";"vorliegen |
haben vorgelegen
vorlag"
"передний";"vorne |
haben vorne
vorne"
"предпринимать";"vornehmen | (sich)
haben vorgenommen
vornahm"
"выгодный";"vorteilhaft |
haben vorteilhaft
vorteilhaft"
"предотвращать";"vorbeugen | (Dat)
haben vorgebeugt
vorbeugte"
"действовать";"vorgehen |
sein vorgegangen
vorging"
"предпочтительно";"vorzugsweise |
haben vorzugsweise
vorzugsweise"
"предпринимать";"vorzunehmen |
haben vorgenommen
vornahm"
"представлять";"vorstellen |
haben vorgestellt
vorstellte"
"горизонтальный";"waagerecht |
haben waagerecht
waagerecht"
"расти";"wachsen |
sein gewachsen
wuchs"
"воспринимать";"wahrnehmen | (akk)
haben wahrgenommen
wahrnahm"
"охотничий";"waidgerecht |
haben waidgerecht
waidgerecht"
"пеший";"wanderaktiven |
haben wanderaktiven
wanderaktiven"
"гидротехнический";"wasserbaulichen |
haben wasserbaulichen
wasserbaulichen"
"менять";"wechseln | (akk)
haben gewechselt
wechselte"
"холоднокровный";"wechselwarme |
haben wechselwarme
wechselwarme"
"откладывать";"weglegen | (akk)
haben weggelegt
weglegte"
"женский";"weibliche |
haben weibliche
weibliche"
"рыхлый";"weichgründigen |
haben weichgründigen
weichgründigen"
"указывать";"weisen | (auf akk)
haben weisen
wies"
"белый";"weiße |
haben weiße
weiße"
"широкий";"weit |
haben weit
weit"
"продолжать ловить рыбу";"weiterangeln |
haben weitergeangelt
weiterangelte"
"бросать";"werfen | (akk)
haben geworfen
warf"
"бросающий";"werfende |
haben werfende
werfende"
"точить";"wetzen | (akk)
haben gewetzt
wetzte"
"дикий";"wildlebende |
haben wildlebende
wildlebende"
"действовать";"wirken |
haben gewirkt
wirkte"
"хозяйственный";"wirtschaftliche |
haben wirtschaftliche
wirtschaftliche"
"знать";"wissen | (akk)
haben gewusst
wusste"
"благотворительный";"wohltätigen |
haben wohltätigen
wohltätigen"
"хотеть";"wollen |
haben gewollt
wollte"
"с помощью чего";"womit |
haben womit
womit"
"желательный";"wünschenswert |
haben wünschenswert
wünschenswert"
"считать";"zählen |
haben gezählt
zählte"
"количественный";"zahlenmäßige |
haben zahlenmäßige
zahlenmäßige"
"многочисленный";"zahlreiche |
haben zahlreiche
zahlreiche"
"рисовать";"zeichnen | (akk)
haben gezeichnet
zeichnete"
"показывать";"zeigen | (akk)
haben gezeigt
zeigte"
"временный";"zeitweise |
haben zeitweise
zeitweise"
"измельчённый";"zerkleinert |
haben zerkleinert
zerkleinerte"
"разрушать";"zerstören | (akk)
haben zerstört
zerstörte"
"тянуть";"ziehen | (akk)
haben gezogen
zog"
"приготовленный";"zubereitet |
haben zubereitet
zubereitete"
"сначала";"zuerst |
haben zuerst
zuerst"
"причинять";"zufügen | (Dat)
haben zugefügt
fügte"
"доступный";"zugänglichen |
haben zugänglichen
zugänglichen"
"подводить";"zugeführt |
haben zugeführt
zugeführt"
"разрешать";"zugelassen |
haben zugelassen
zugelassen"
"назначать";"zugeordnet |
haben zugeordnet
zugeordnet"
"заострённый";"zugespitzt |
haben zugespitzt
zugespitzt"
"регрессировать";"zurückgebildet |
haben zurückgebildet
zurückgebildet"
"отставать";"zurückgeblieben |
haben zurückgeblieben
zurückgeblieben"
"подрезать";"zurückgeschnitten |
haben zurückgeschnitten
zurückgeschnitten"
"возвращать";"zurückgesetzt |
haben zurückgesetzt
zurückgesetzt"
"соскальзывать";"zurückgleiten |
sein zurückgeglitten
zurückgeglitten"
"возвращать";"zurücksetzen | (akk)
haben zurückgesetzt
zurückgesetzt"
"вместе";"zusammen |
haben zusammen
zusammen"
"сложенный";"zusammengelegten |
haben zusammengelegten
zusammengelegten"
"составной";"zusammengesetzten |
haben zusammengesetzten
zusammengesetzten"
"сросшийся";"zusammengewachsen |
sein zusammengewachsen
zusammengewachsen"
"связанный";"zusammenhängenden |
haben zusammenhängenden
zusammenhängenden"
"подходить";"zusammenpassen |
haben zusammengepasst
zusammengepasst"
"раздвижной";"zusammenschiebbare |
haben zusammenschiebbare
zusammenschiebbare"
"полагаться";"zustehen | (Dat)
haben zugestanden
zustehen"
"относить";"zuzurechnen | (Dat)
haben zugerechnet
zuzurechnete"
"двулетний";"zweisömmrige |
haben zweisömmrige
zweisömmrige"
